2,YBL073W,87646,311
2,SNR56,88190,87
2,RPS8A,88523,917
2,YBL071C-B,89458,98
2,KTI11,89978,248
2,YBL071C,90223,308
2,YBL070C,90605,320
2,AST1,90741,1289
2,YBL068W-A,91794,236
2,PRS4,92414,980
2,UBP13,93639,2243
2,SEF1,96669,3446
2,YBL065W,99963,344
2,PRX1,100371,785
2,KIP1,101886,3335
2,YBL062W,105308,380
2,SKT5,105316,2090
2,YEL1,107932,2063
2,CMC2,110125,414
2,IAI11,110594,650
2,SHP1,111437,1271
2,PTH2,112801,626
2,PTC3,113762,1406
2,YBL055C,115573,1256
2,TOD6,117589,1577
2,YBL053W,119335,374
2,SAS3,119379,2495
2,PIN4,122753,2006
2,SEC17,125125,994
2,MOH1,126828,416
2,RRT1,127299,311
2,EDE1,127895,4145
2,PSY4,132424,1325
2,COR1,134143,1373
2,YBL044W,135998,368
2,ECM13,136688,773
2,FUI1,138341,1919
2,PRE7,141247,725
2,ERD2,142112,756
2,MIN6,143393,179
2,URA7,143989,1739
2,YBL039C-A,144948,83
2,MRPL16,146187,698
2,APL3,147209,3077
2,YBL036C,150447,773
2,POL12,151493,2117
2,STU1,153848,4541
2,RIB1,158656,1037
2,HEK2,160184,1145
2,SHE1,161699,1016
2,PET9,163041,956
2,YBL029C-A,164488,284
2,YBL029W,166134,1130
2,YBL028C,167518,320
2,RPL19B,168423,953
2,LSM2,170623,415
2,RRN10,171481,437
2,NCL1,172534,2054
2,MCM2,174920,2606
2,PIM1,177874,3401
2,HAP3,181660,434
2,RFT1,182401,1724
2,APN2,184353,1562
2,POP8,185998,476
2,PEP1,186844,4739
2,FUS3,192451,1061
2,ACH1,194122,1580
2,tI(AAU)B,197494,73
2,tG(GCC)B,197629,70
2,RRN6,199064,2684
2,FMT1,202056,1205
2,YBL012C,203406,401
2,SCT1,203538,2279
2,LAA2,206107,842
2,ALK2,207194,2030
2,YBL008W-A,209409,239
2,HIR1,209653,2522
2,SLA1,212632,3734
2,LDB7,216587,542
2,YBL006W-A,216711,149
2,PDR3,217470,2930
2,YBL005W-A,221330,1322
2,YBL005W-B,221330,5268
2,tS(AGA)B,227075,81
2,UTP20,227636,7481
2,HTA2,235394,398
2,HTB2,236492,395
2,ECM15,237153,314
2,NTH2,238941,2342
2,RER2,241708,860
2,COQ1,242809,1421
2,GPI18,244366,1301
2,RCR1,245906,641
2,UGA2,247010,1493
2,DSF2,248806,2210
2,FLR1,252563,1646
2,HHF1,255373,311
2,HHT1,256331,410
2,IPP1,257112,863
2,YBR012C,259147,419
2,YBR012W-A,259869,1322
2,YBR012W-B,259869,5271
2,YBR013C,265492,389
2,tT(AGU)B,266378,72
2,GRX7,266725,611
2,MNN2,267710,1793
2,YBR016W,270247,386
2,KAP104,270947,2756
2,GAL7,274427,1100
2,GAL10,276253,2099
2,GAL1,279021,1586
2,FUR4,281443,1901
2,POA1,283738,533
2,CHS3,284428,3497
2,SCO2,289445,905
2,OLA1,290681,1184
2,ETR1,292877,1142
2,YBR027C,294024,332
2,YPK3,294425,1577
2,CDS1,296369,1373
2,RKM3,298292,1658
2,RPL4A,300166,1088
2,YBR032W,301519,302
2,EDS1,301944,2759
2,HMT1,304930,1046
2,PDX3,306269,686
2,SNR161,307185,160
2,TLC1,307587,1300
2,CSG2,309081,1232
2,SCO1,310565,887
2,CHS2,311898,2891
2,ATP3,315575,935
2,FIG1,316968,896
2,FAT1,318266,2009
2,CST26,320416,1193
2,QDR3,321876,2069
2,TCM62,324341,1718
2,tV(UAC)B,326792,73
2,GIP1,328173,1919
2,ZTA1,330507,1004
2,FMP23,331833,527
2,RPS11B,332831,981
2,REB1,334386,2432
2,REG2,337183,1016
2,YBR051W,337988,350
2,RFS1,338720,632
2,YBR053C,339675,1076
2,YRO2,343101,1034
2,PRP6,344602,2699
2,tL(UAA)B2,347603,83
2,YBR056W,347879,1505
2,tQ(UUG)B,350827,71
2,MNC1,351255,200
2,YBR056C-B,351293,158
2,MUM2,352193,1100
2,UBP14,353672,2345
2,TSC3,356324,242
2,AKL1,356861,3326
2,ORC2,360652,1862
2,TRM7,364787,932
2,YBR062C,365976,624
2,YBR063C,366970,1214
2,YBR064W,367763,428
2,ECM2,368584,1094
2,NRG2,370037,662
2,TIP1,372103,632
2,BAP2,373861,1829
2,TAT1,376574,1859
2,ALG14,379221,713
2,YBR071W,380411,635
2,HSP26,382030,644
2,YBR072C-A,382860,161
2,RDH54,383112,2876
2,PFF1,386286,2930
2,ECM8,390227,1064
2,YBR076C-A,391351,266
2,SLM4,391805,488
2,ECM33,393123,1619
2,RPG1,395383,2894
2,SEC18,398614,2276
2,SPT7,401253,3998
2,tR(UCU)B,405878,71
2,tD(GUC)B,405960,71
2,UBC4,406628,541
2,TEC1,409169,1460
2,MIS1,411054,2927
2,RPL19A,414186,1075
2,AAC3,415983,923
2,YBR085C-A,418907,257
2,IST2,420201,2840
2,RFC5,423765,1064
2,POL30,424990,776
2,YBR089W,425183,599
2,NHP6B,426190,683
2,YBR090C,426333,725
2,TIM12,427155,329
2,PHO3,427698,1403
2,PHO5,429548,1403
2,PBY1,432036,2261
2,RXT2,434406,1292
2,YBR096W,436021,692
2,VPS15,436951,4364
2,MMS4,441515,2075
2,YBR099C,442924,383
2,FES1,443821,872
2,EXO84,445062,2261
2,SIF2,447709,1607
2,YBR103C-A,449320,143
2,YMC2,449667,989
2,VID24,450881,1088
2,SND3,452658,566
2,IML3,453793,737
2,AIM3,454822,2843
2,CMD1,457919,443
2,YBR109W-A,458608,224
2,ALG1,458872,1349
2,YSA1,461178,695
2,SUS1,462139,440
2,CYC8,462870,2900
2,YBR113W,465566,482
2,RAD16,467248,2372
2,LYS2,469748,4178
2,YBR116C,474199,527
2,TKL2,474392,2045
2,TEF2,477671,1376
2,MUD1,479338,985
2,CBP6,480435,488
2,GRS1,481364,2003
2,YBR121C-A,482326,158
2,MRPL36,483970,533
2,TFC1,484742,1949
2,YBR124W,486507,359
2,PTC4,487199,1181
2,TPS1,488905,1487
2,MEO1,490850,206
2,YBR126W-B,490927,143
2,VMA2,491269,1553
2,ATG14,493081,1034
2,OPY1,494353,986
2,SHE3,495592,1277
2,CCZ1,497163,2114
2,YBR131C-A,497650,89
2,AGP2,499652,1790
2,HSL7,501804,2483
2,YBR134W,504243,401
2,CKS1,504854,452
2,MEC1,505668,7106
2,YBR137W,513044,539
2,YBR138C,513762,1574
2,ATG42,515664,1526
2,IRA1,517350,9278
2,BMT2,527025,1013
2,YBR141W-A,527167,95
2,MAK5,528317,2321
2,SUP45,530869,1313
2,YBR144C,533235,314
2,ADH5,533762,1055
2,MRPS9,535260,836
2,RTC2,536575,890
2,YSW1,537876,1829
2,ARA1,539987,1034
2,TBS1,541209,3284
2,APD1,545028,950
2,SPP381,546376,875
2,RIB7,547460,734
2,RPB5,548362,647
2,CNS1,549771,1157
2,SLI15,551104,2096
2,ICS2,553543,767
2,AMN1,556549,1649
2,IFA38,558685,1043
2,CDC28,560078,896
2,CSH1,561634,1130
2,TOS1,563203,1367
2,YSY6,565231,197
2,EXO5,565723,1757
2,ARL1,567875,551
2,UBS1,568852,833
2,TYR1,569842,1358
2,POP7,571468,422
2,PEX32,572371,1241
2,SSE2,573915,2081
2,NPL4,576344,1742
2,SEC66,578364,620
2,SMY2,579150,2222
2,UMP1,581726,446
2,YBR174C,582338,314
2,SWD3,582408,947
2,ECM31,583720,938
2,EHT1,584807,1355
2,YBR178W,586071,374
2,FZO1,586547,2567
2,DTR1,589741,1718
2,RPS6B,591712,1062
2,SMP1,593506,1358
2,YBR182C-A,595361,194
2,YPC1,596115,950
2,YBR184W,597363,1571
2,MBA1,599123,836
2,PCH2,600553,1807
2,GDT1,602634,842
2,NTC20,603685,422
2,RPS9B,604508,1000
2,YBR190W,605966,311
2,RPL21A,606270,870
2,YBR191W-A,607149,74
2,RIM2,607652,1133
2,MED8,609082,671
2,AIM4,610038,371
2,MSI1,610614,1268
2,PGI1,612236,1664
2,YBR196C-A,614024,149
2,YBR196C-B,614526,104
2,YBR197C,615203,653
2,TAF5,616127,2396
2,KTR4,618909,1394
2,BEM1,620872,1655
2,YBR200W-A,622983,164
2,DER1,623576,635
2,MIN7,624493,203
2,MCM7,625772,2537
2,COS111,629168,2774
2,LDH1,632254,1127
2,KTR3,633622,1214
2,YBR206W,634601,323
2,FTH1,635146,1397
2,DUR1%2C2,636703,5507
2,YBR209W,642583,317
2,tC(GCA)B,643007,71
2,tE(UUC)B,645167,71
2,ERV15,645550,428
2,AME1,646158,974
2,NGR1,647886,2018
2,MET8,650368,824
2,SDS24,651415,1583
2,HPC2,653356,1961
2,YBP1,655576,2024
2,ATG12,657832,560
2,PYC2,658707,3542
2,YBR219C,662499,804
2,YBR220C,662995,1682
2,PDB1,665153,1100
2,YBR221W-A,666538,104
2,PCS60,666720,1631
2,TDP1,668663,1634
2,YBR223W-A,668721,119
2,YBR224W,670125,515
2,YBR225W,670627,2702
2,YBR226C,673155,410
2,MCX1,673572,1562
2,SLX1,675313,914
2,ROT2,676357,2864
2,OM14,679549,501
2,COQ21,680362,200
2,LSR1,680688,1174
2,SWC5,682179,911
2,YBR232C,683373,359
2,PBP2,683428,1241
2,DAD3,684977,284
2,ARC40,685438,1154
2,VHC1,686901,3362
2,ABD1,690383,1310
2,PRP5,691969,2549
2,YBR238C,695107,2195
2,ERT1,698354,1589
2,THI2,700490,1352
2,YBR241C,702589,1466
2,YBR242W,704670,716
2,ALG7,705447,1346
2,GPX2,707528,488
2,ISW1,708150,3389
2,RRT2,711591,1163
2,ENP1,713004,1451
2,HIS7,714807,1658
2,ARO4,716882,1112
2,SPO23,719033,1571
2,MRPS5,721390,923
2,DUT1,722611,443
2,SRB6,723270,365
2,TRS20,723736,527
2,MTC4,724456,2084
2,RCF3,726618,456
2,RIB5,727386,716
2,POP4,728885,839
2,SHG1,729734,428
2,YBR259W,730387,2066
2,RGD1,732639,2000
2,TAE1,734832,698
2,MIC12,735720,320
2,SHM1,736264,1472
2,YPT10,737770,599
2,TSC10,738582,962
2,REI1,739841,1181
2,SLM6,739936,452
2,MRPL37,741299,317
2,SDH8,742160,416
2,BIT2,742761,1637
2,EFM2,744852,1259
2,HSM3,746361,1442
2,UBX7,748061,1310
2,CHK1,749594,1583
2,RIF1,751356,5750
2,PPS1,757620,2423
2,YBR277C,760215,401
2,DPB3,760294,605
2,PAF1,761257,1337
2,SAF1,762784,1913
2,DUG2,764970,2636
2,MRPL27,768240,440
2,SSH1,768943,1472
2,YBR284W,771239,2393
2,YBR285W,773922,434
2,APE3,774700,1613
2,YBR287W,776571,1283
2,APM3,778012,1451
2,SNF5,779667,2717
2,BSD2,782591,965
2,CTP1,783673,899
2,YBR292C,784702,371
2,VBA2,787006,1424
2,SUL1,789235,2579
2,PCA1,792849,3650
2,PHO89,796798,1724
2,TYC1,800123,119
2,MAL33,800523,1406
2,MAL31,802631,1844
2,YBR298C-A,805035,221
2,MAL32,805351,1754
2,YBR300C,808600,497
2,PAU24,809057,362
2,COS2,810340,1139
3,YCL076W,1392,743
3,GEX1,6479,1847
3,VBA3,9706,1376
3,YCL068C,11503,782
3,HMLALPHA2,12386,632
3,HMLALPHA1,13282,527
3,YCL065W,13751,368
3,CHA1,15798,1082
3,VAC17,17290,1271
3,MRC1,18816,3290
3,KRR1,22429,950
3,FYV5,23523,458
3,ADF1,23584,341
3,MIC10,24032,293
3,PRD1,24768,2138
3,PEX34,26925,434
3,KAR4,27929,1007
3,RDT1,30910,86
3,SPB1,31449,2525
3,PBN1,34143,1250
3,LRE1,35865,1751
3,APA1,37836,965
3,YCL049C,39786,938
3,YCL048W-A,41488,239
3,SPS22,42165,1391
3,POF1,43661,776
3,EMC1,44623,2282
3,YCL046W,46640,323
3,MGR1,47111,1253
3,PDI1,48653,1568
3,YCL041C,50133,494
3,YCL042W,50584,359
3,GLK1,50838,1502
3,GID7,52645,2237
3,ATG22,54941,1586
3,SRO9,57374,1304
3,GFD2,59026,1700
3,GRX1,60841,332
3,LSB5,61658,1064
3,MXR2,62776,506
3,STE50,63441,1040
3,RRP7,64675,893
3,HIS4,65934,2399
3,BIK1,68599,1322
3,RNQ1,70150,1217
3,FUS1,71803,1538
3,HBN1,73405,581
3,FRM2,74704,581
3,AGP1,76018,1901
3,YCL023C,78949,347
3,KCC4,79162,3113
3,YCL022C,81570,515
3,tE(UUC)C,82462,71
3,YCL021W-A,83620,377
3,YCL020W,85102,1316
3,YCL019W,85102,5313
3,SUP53,90859,113
3,LEU2,91324,1094
3,NFS1,92777,1493
3,DCC1,94621,1142
3,BUD3,96281,4910
3,YCL012C,101317,471
3,GBP2,102075,1283
3,SGF29,103571,779
3,ILV6,104619,929
3,STP22,105696,1157
3,YCL007C,106974,392
3,VMA9,107023,394
3,SNR43,107504,208
3,LDB16,108021,770
3,PGS1,109105,1565
3,YCL002C,110808,867
3,RER1,111916,566
3,YCL001W-A,113080,461
3,YCL001W-B,113770,254
3,YCR001W,115685,314
3,CDC10,117380,968
3,MRPL32,118620,551
3,YCP4,119575,743
3,CIT2,120946,1382
3,YCR006C,122530,473
3,SUF2,123577,71
3,YCR007C,126011,719
3,tN(GUU)C,127716,73
3,SAT4,128470,1811
3,RVS161,130745,797
3,ADY2,132273,851
3,ADP1,133724,3149
3,PGK1,137746,1250
3,YCR013C,138402,647
3,POL4,139185,1748
3,CTO1,141217,953
3,SNR33,142364,182
3,SUF16,142701,70
3,YCR016W,143634,872
3,CWH43,144773,2861
3,SRD1,148238,665
3,tM(CAU)C,149920,71
3,tK(CUU)C,151284,72
3,YCR018C-A,151608,254
3,MAK32,152837,1091
3,PET18,154012,647
3,MAK31,154830,266
3,HTL1,155320,236
3,HSP30,156109,998
3,YCR022C,157421,344
3,YCR023C,158538,1835
3,SLM5,160744,1478
3,YCR024C-B,162599,266
3,PMP1,162945,122
3,YCR025C,163446,410
3,NPP1,164111,2228
3,RHB1,167370,629
3,tQ(UUG)C,168301,71
3,FEN2,170886,1538
3,RIM1,172950,490
3,SYP1,173826,2612
3,SNR65,177183,99
3,RPS14A,177500,720
3,SNR189,178610,188
3,BPH1,179520,6503
3,SNT1,186489,3680
3,ELO2,190592,1043
3,RRP43,191834,1184
3,RBK1,193297,1001
3,PHO87,194414,2771
3,BUD5,197621,1928
3,YCR038W-A,199293,125
3,MATALPHA2,199546,632
3,MATALPHA1,200442,527
3,YCR041W,200911,332
3,TAF2,201174,4223
3,YCR043C,206261,383
3,PER1,206877,1073
3,RRT12,208135,1475
3,YCR045W-A,208751,350
3,IMG1,209914,509
3,BUD23,210718,827
3,YCR047W-A,211301,206
3,YCR049C,211871,446
3,ARE1,211929,1832
3,YCR050C,213464,308
3,YCR051W,214071,668
3,RSC6,214994,1451
3,THR4,216697,1544
3,CTR86,218376,1691
3,PWP2,220457,2771
3,YIH1,223454,776
3,TAH1,224399,335
3,YCR061W,225563,1895
3,SUP61,227942,100
3,YCR064C,228095,410
3,BUD31,228318,473
3,HCM1,229310,1694
3,RAD18,231500,1463
3,SED4,233125,3197
3,ATG15,237214,1562
3,CPR4,239055,956
3,IMG2,240103,440
3,RSA4,240805,1547
3,SSK22,242588,3995
3,SOL2,246963,947
3,ERS1,248033,782
3,EGO2,248975,227
3,FUB1,249293,752
3,PAT1,250238,2390
3,PTC6,252845,1328
3,SRB8,254371,4283
3,YCR081C-A,258415,236
3,AHC2,258883,386
3,TRX3,259578,383
3,TUP1,260311,2141
3,YCR085W,262916,353
3,CSM1,263392,572
3,YCR087W,263976,515
3,YCR087C-A,264006,461
3,ABP1,265068,1778
3,FIG2,267434,4829
3,YCR090C,272315,548
3,KIN82,274404,2162
3,MSH3,276764,3056
3,CDC39,280117,6326
3,CDC50,286762,1175
3,OCA4,288170,1088
3,YCR095W-A,289639,158
3,HMRA2,293179,359
3,HMRA1,293835,486
3,YCR097W-A,294439,266
3,tT(AGU)C,295484,72
3,GIT1,297049,1556
3,YCR099C,300832,467
3,EMA35,301271,950
3,YCR101C,302482,548
3,YCR102C,304361,1106
3,YCR102W-A,306735,197
3,PAU3,307801,374
3,ADH7,309070,1085
3,RDS1,310958,2498
3,AAD3,313890,1091
3,YCR108C,315997,191
4,COS7,1802,1151
4,YDL247W-A,3762,74
4,MPH2,5985,1829
4,SOR2,8683,1073
4,HXT15,11657,1703
4,THI13,16204,1022
4,AAD4,17577,989
4,YDL242W,18959,353
4,YDL241W,20635,371
4,YDL240C-A,22471,137
4,LRG1,22823,3053
4,ADY3,26403,2372
4,GUD1,28985,1469
4,AIM6,30657,1172
4,PHO13,32296,938
4,YPD1,33415,503
4,GYP7,34237,2240
4,MFG1,36797,1376
4,OST4,38487,110
4,BRE4,38867,3377
4,PTP1,42700,1007
4,SSB1,44065,1841
4,YDL228C,45277,641
4,HO,46271,1760
4,GCS1,51115,1058
4,SHS1,52445,1655
4,WHI4,54397,1949
4,HBT1,57265,3140
4,FMP45,60872,929
4,YDL221W,62011,551
4,CDC13,62244,2774
4,DTD1,65242,523
4,YDL218W,66493,953
4,TIM22,67983,623
4,RRI1,68997,1322
4,GDH2,70640,3278
4,PRR2,74446,2099
4,NOP6,77289,677
4,SHR3,78426,632
4,YDL211C,79294,1118
4,tG(GCC)D1,83548,70
4,UGA4,84270,1715
4,CWC2,86207,1019
4,NHP2,87512,470
4,GLE1,88248,1616
4,YDL206W,90176,2288
4,HEM3,92762,983
4,RTN2,94605,1181
4,ACK1,96082,1871
4,MRPL11,98475,749
4,TRM8,99561,860
4,MGT1,100501,566
4,YDL199C,101290,2063
4,GGC1,103649,902
4,ASF2,104917,1577
4,YDL196W,106741,329
4,SEC31,107208,3821
4,SNF3,111580,2654
4,NUS1,114672,1127
4,ARF1,116321,545
4,RPL35A,117664,853
4,UFD2,118707,2885
4,RBS1,122078,1511
4,PPH22,123865,1133
4,YDL187C,125509,329
4,YDL186W,125616,833
4,YDL185C-A,126608,227
4,VMA1,126787,3215
4,RPL41A,130407,77
4,YDL183C,130871,962
4,LYS20,133437,1286
4,INH1,135179,257
4,YDL180W,135896,1643
4,PCL9,138291,914
4,DLD2,139522,1592
4,YDL177C,141209,512
4,IPF1,142097,2126
4,AIR2,144484,1034
4,DLD1,145826,1763
4,PAR32,148191,887
4,YDL172C,148607,479
4,GLT1,149203,6437
4,UGA3,156318,1586
4,UGX2,158064,671
4,SFA1,159604,1160
4,NRP1,160995,2159
4,FAP7,163449,593
4,CDC36,164290,575
4,CDC9,164987,2267
4,YDL163W,166956,302
4,YDL162C,167359,356
4,ENT1,167714,1364
4,MHF2,169366,242
4,DHH1,170410,1520
4,YDL159W-A,172182,131
4,STE7,172481,1547
4,YDL159C-B,173056,176
4,YDL158C,173866,308
4,YDL157C,174232,356
4,CMR1,174918,1568
4,CLB3,176773,1283
4,MSH5,178334,2705
4,SAS10,181186,1832
4,YDL152W,182822,365
4,BUD30,183318,581
4,RPC53,183343,1268
4,ATG9,184925,2993
4,NOP14,188154,2432
4,RPN5,190924,1337
4,LDB17,192750,1475
4,COP1,194571,3605
4,YDL144C,198662,1070
4,CCT4,199996,1586
4,CRD1,201719,851
4,BPL1,203039,2072
4,RPO21,205360,5201
4,SCM3,211375,671
4,RGT2,213351,2291
4,ARF2,216158,916
4,RPL35B,217600,767
4,RDI1,218680,608
4,PPH21,219662,1109
4,RPL41B,221724,77
4,SRF1,222427,1313
4,CDC53,224304,2447
4,LYS21,227393,1322
4,STF1,229171,260
4,RPP1B,229906,621
4,YDL129W,231024,875
4,VCX1,232652,1235
4,PCL2,234927,926
4,CDC48,236157,2507
4,HNT1,239019,587
4,YDL124W,240259,938
4,SNA4,241418,422
4,UBP1,242552,2429
4,EXP1,245133,449
4,YFH1,245923,524
4,HEM25,246689,923
4,YDL118W,247302,380
4,CYK3,248581,2657
4,NUP84,251566,2180
4,IWR1,253995,1131
4,YDL114W-A,254935,113
4,YDL114W,255604,926
4,ATG20,256633,1922
4,TRM3,258915,4310
4,RRP42,263313,797
4,TMA17,264512,452
4,YDL109C,265258,1943
4,KIN28,267698,1001
4,MSS2,268921,1055
4,PHO2,270222,1679
4,NSE4,272389,1208
4,QRI7,273653,1223
4,QRI1,275148,1433
4,POL3,276872,3293
4,DUN1,280307,1541
4,GET3,282112,1064
4,BUG1,283419,1025
4,SNU23,284581,584
4,RPN6,285391,1304
4,OPI6,286998,326
4,PMT1,287059,2453
4,YDL094C,289572,509
4,PMT5,289909,2231
4,SRP14,292781,440
4,UBX3,293392,1367
4,RAM1,295034,1295
4,NUR1,296820,1454
4,ASM4,298417,1586
4,LUC7,300214,785
4,YDL086W,301413,821
4,YDL086C-A,301655,434
4,YDL085C-A,302464,206
4,NDE2,303211,1637
4,SUB2,305237,1340
4,RPS16B,306926,863
4,RPL13A,308424,964
4,RPP1A,309802,320
4,THI3,310642,1829
4,MRK1,312951,1797
4,MDH3,315357,1031
4,VAM6,316971,3149
4,RXT3,320668,884
4,RPL31A,322226,762
4,SNR63,323217,254
4,BRE1,324047,2102
4,AHK1,326613,2954
4,YET3,329836,611
4,YDL071C,330666,374
4,BDF2,331024,1916
4,CBS1,333121,689
4,YDL068W,333500,329
4,COX9,334217,179
4,IDP1,334835,1286
4,PEX19,336249,1028
4,UBC9,337487,583
4,SYO1,338272,1862
4,YDL062W,339857,425
4,RPS29B,340628,591
4,TSR1,341619,2366
4,RAD59,344237,716
4,USO1,345665,5372
4,YDL057W,351434,986
4,MBP1,352877,2501
4,PSA1,355674,1085
4,tK(UUU)D,359577,95
4,MCH1,359825,1460
4,PBP4,361699,557
4,SLC1,362672,911
4,LHP1,363952,827
4,YDL050C,364446,371
4,KNH1,365068,806
4,STP4,366739,1472
4,SIT4,369771,935
4,NPC2,371240,521
4,MRP10,372248,287
4,FAD1,372688,920
4,MTF2,373967,1322
4,PRP11,375680,800
4,SIR2,376757,1688
4,YDL041W,378102,353
4,NAT1,378874,2564
4,PRM7,381985,2096
4,BSC1,384601,986
4,PUS9,387513,1388
4,GPR1,389172,2885
4,YDL034W,391783,344
4,SLM3,392659,1253
4,YDL032W,393690,311
4,DBP10,394217,2987
4,PRP9,397537,1592
4,ARP2,399340,1298
4,MPS1,400997,2294
4,MRX9,403695,1262
4,YDL026W,404749,311
4,RTK1,405344,1862
4,YDL025W-A,405410,104
4,DIA3,408451,1406
4,YDL022C-A,409808,248
4,tA(AGC)D,410379,72
4,YDL023C,411761,320
4,GPD1,411825,1175
4,GPM2,413953,935
4,RPN4,415113,1595
4,OSH2,417663,3851
4,ERP3,422833,677
4,CDC7,424209,1523
4,YDL016C,425570,302
4,TSC13,426002,932
4,NOP1,427364,983
4,SLX5,429067,1859
4,YDL012C,431108,409
4,YDL011C,432308,323
4,GRX6,432330,695
4,YDL009C,432925,323
4,APC11,433497,497
4,tT(AGU)D,434264,72
4,YDL007C-A,436567,257
4,tS(AGA)D1,437772,81
4,RPT2,438047,1313
4,PTC1,439909,845
4,MED2,441014,1295
4,ATP16,443029,482
4,MCD1,444683,1700
4,NHP10,446967,611
4,RMD1,447984,1292
4,NTH1,450220,2255
4,YRB1,453045,605
4,RCR2,454122,632
4,YDR003W-A,454782,122
4,RAD57,455201,1382
4,MAF1,456836,1267
4,SOK1,458542,2705
4,TRP1,461842,674
4,YDR008C,462252,350
